Unnamed: 0,policy_id,policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density,make,segment,model,fuel_type,max_torque,max_power,engine_type,airbags,is_esc,is_adjustable_steering,is_tpms,is_parking_sensors,is_parking_camera,rear_brakes_type,displacement,cylinder,transmission_type,gear_box,steering_type,turning_radius,length,width,height,gross_weight,is_front_fog_lights,is_rear_window_wiper,is_rear_window_washer,is_rear_window_defogger,is_brake_assist,is_power_door_locks,is_central_locking,is_power_steering,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,ncap_rating,is_claim
56178,2596,72,13,28,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
10144,2597,32,22,46,5,7788,1,5,1,0,7,4,7,1,0,0,0,1,0,1,1196,4,1,5,1,4.5,3675,1475,1825,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19712,2598,56,31,29,11,27003,5,3,10,1,2,8,10,2,0,1,0,1,1,1,1498,4,1,5,0,4.9,3995,1695,1501,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,0
57595,2599,73,31,47,4,5410,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8263,2600,33,14,26,21,17804,1,2,8,2,0,6,1,6,1,1,0,1,1,1,1197,4,0,5,0,4.85,3990,1745,1500,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0
41053,2601,7,20,35,17,34738,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
15165,2602,70,3,31,21,17804,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17187,2603,65,0,42,20,8794,2,0,4,2,8,5,0,2,0,0,0,0,1,1,999,3,0,5,0,5.0,3731,1579,1490,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0
42558,2604,35,36,28,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
6828,2605,89,2,23,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
37874,2606,80,22,42,5,7788,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
38499,2607,104,22,44,5,7788,1,1,9,0,6,3,9,2,0,0,0,1,0,1,998,3,1,5,2,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0
36717,2608,76,13,48,3,34791,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
36885,2609,91,19,30,19,6112,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14189,2610,32,0,43,15,4076,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
47867,2611,61,3,30,1,73430,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
41540,2612,47,0,36,18,13051,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
16472,2613,6,26,49,4,5410,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
1742,2614,84,1,48,5,7788,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
50741,2615,102,18,53,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
41575,2616,6,14,40,11,27003,1,2,8,2,0,6,1,6,1,1,0,1,1,1,1197,4,0,5,0,4.85,3990,1745,1500,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0
21631,2617,81,3,48,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
52525,2618,26,27,34,6,290,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
32776,2619,90,13,60,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
53823,2620,84,14,30,20,8794,1,2,8,2,0,6,1,6,1,1,0,1,1,1,1197,4,0,5,0,4.85,3990,1745,1500,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2015,2621,75,0,30,3,34791,5,3,10,1,2,8,10,2,0,1,0,1,1,1,1498,4,1,5,0,4.9,3995,1695,1501,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,0
25272,2622,91,31,43,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
56848,2623,52,19,45,3,34791,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4555,2624,84,24,52,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
37061,2625,91,1,43,3,34791,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
55672,2626,22,3,36,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35736,2627,14,26,26,3,34791,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
13772,2628,101,31,33,15,4076,1,3,3,2,0,6,2,2,1,1,0,1,1,1,1197,4,0,5,0,4.8,3995,1735,1515,1335,1,0,0,1,1,1,1,1,1,1,1,1,2,0
26451,2629,92,18,44,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
56691,2630,7,14,36,17,34738,1,3,3,2,0,6,2,2,1,1,0,1,1,1,1197,4,0,5,0,4.8,3995,1735,1515,1335,1,0,0,1,1,1,1,1,1,1,1,1,2,0
14916,2631,91,2,30,11,27003,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
2427,2632,22,31,27,17,34738,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14901,2633,67,31,37,16,21622,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,1
44006,2634,42,0,50,20,8794,1,5,1,0,7,4,7,1,0,0,0,1,0,1,1196,4,1,5,1,4.5,3675,1475,1825,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2793,2635,48,21,25,17,34738,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
19249,2636,7,13,33,5,7788,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
53378,2637,89,18,41,3,34791,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
19132,2638,88,13,46,5,7788,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
50798,2639,93,2,66,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
34036,2640,29,19,50,20,8794,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17169,2641,85,14,30,5,7788,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
55201,2642,100,22,52,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
48142,2643,0,0,48,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34137,2644,55,19,28,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6420,2645,16,0,24,17,34738,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26030,2646,50,19,38,6,290,5,3,10,1,2,8,10,2,0,1,0,1,1,1,1498,4,1,5,0,4.9,3995,1695,1501,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,0
5759,2647,86,31,35,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
6747,2648,28,21,30,11,27003,2,0,4,2,8,5,0,2,0,0,0,0,1,1,999,3,0,5,0,5.0,3731,1579,1490,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0
40330,2649,92,15,35,17,34738,2,0,4,2,8,5,0,2,0,0,0,0,1,1,999,3,0,5,0,5.0,3731,1579,1490,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0
26266,2650,0,18,26,5,7788,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
14367,2651,29,17,23,5,7788,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43250,2652,41,18,30,16,21622,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
17680,2653,15,3,25,17,34738,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
37720,2654,7,21,33,17,34738,1,5,1,0,7,4,7,1,0,0,0,1,0,1,1196,4,1,5,1,4.5,3675,1475,1825,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2321,2655,93,18,58,20,8794,1,2,8,2,0,6,1,6,1,1,0,1,1,1,1197,4,0,5,0,4.85,3990,1745,1500,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0
40858,2656,100,18,43,10,27742,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
48702,2657,0,1,46,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3347,2658,20,2,45,17,34738,5,3,10,1,2,8,10,2,0,1,0,1,1,1,1498,4,1,5,0,4.9,3995,1695,1501,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,0
32571,2659,87,23,36,10,27742,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
17514,2660,67,31,37,20,8794,1,1,9,0,6,3,9,2,0,0,0,1,0,1,998,3,1,5,2,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0
48701,2661,7,17,27,20,8794,4,2,6,1,3,7,4,2,0,1,0,1,0,1,1497,4,1,5,0,5.0,3990,1755,1523,1490,0,0,0,0,0,1,1,1,0,0,1,1,5,0
56317,2662,80,17,40,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
38340,2663,88,22,43,11,27003,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
7292,2664,103,20,38,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
31642,2665,92,17,35,17,34738,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
13088,2666,91,19,34,0,4990,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
40056,2667,25,14,29,19,6112,1,1,9,0,6,3,9,2,0,0,0,1,0,1,998,3,1,5,2,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0
45357,2668,18,1,38,5,7788,1,1,9,0,6,3,9,2,0,0,0,1,0,1,998,3,1,5,2,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0
53941,2669,95,19,35,6,290,1,1,9,0,6,3,9,2,0,0,0,1,0,1,998,3,1,5,2,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0
11322,2670,99,31,36,1,73430,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1975,2671,92,20,33,20,8794,1,3,3,2,0,6,2,2,1,1,0,1,1,1,1197,4,0,5,0,4.8,3995,1735,1515,1335,1,0,0,1,1,1,1,1,1,1,1,1,2,0
44786,2672,21,19,31,21,17804,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
56076,2673,90,21,41,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
1507,2674,38,19,23,16,21622,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
39042,2675,9,26,43,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
22885,2676,10,0,44,21,17804,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4416,2677,7,1,41,5,7788,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
14349,2678,10,0,23,18,13051,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43191,2679,89,15,29,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
40925,2680,26,1,24,15,4076,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35096,2681,94,15,39,4,5410,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
15967,2682,103,24,57,10,27742,1,1,9,0,6,3,9,2,0,0,0,1,0,1,998,3,1,5,2,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0
11002,2683,71,1,33,21,17804,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40626,2684,0,2,36,17,34738,2,0,4,2,8,5,0,2,0,0,0,0,1,1,999,3,0,5,0,5.0,3731,1579,1490,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,0
16669,2685,35,21,31,11,27003,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
53155,2686,5,0,40,11,27003,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
42700,2687,47,15,30,17,34738,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
57459,2688,100,16,60,5,7788,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
55072,2689,103,14,27,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
11580,2690,90,13,30,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
45643,2691,42,14,65,11,27003,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
25145,2692,27,19,36,11,27003,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
47064,2693,41,19,24,4,5410,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
28917,2694,104,18,36,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,1
41786,2695,91,3,35,4,5410,2,0,4,2,8,5,0,2,0,0,0,0,1,1,999,3,0,5,0,5.0,3731,1579,1490,1155,0,0,0,0,0,1,1,1,0,1,1,1,2,1
51925,2696,49,20,34,14,16733,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
41247,2697,85,15,31,10,27742,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
3907,2698,70,18,25,20,8794,5,3,10,1,2,8,10,2,0,1,0,1,1,1,1498,4,1,5,0,4.9,3995,1695,1501,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,0
20155,2699,38,0,58,21,17804,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1270,2700,40,19,42,20,8794,5,3,10,1,2,8,10,2,0,1,0,1,1,1,1498,4,1,5,0,4.9,3995,1695,1501,1051,1,0,0,1,0,1,1,1,1,1,1,1,4,1
43607,2701,91,19,23,17,34738,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37610,2702,25,21,29,20,8794,1,2,8,2,0,6,1,6,1,1,0,1,1,1,1197,4,0,5,0,4.85,3990,1745,1500,1410,1,1,1,1,1,1,1,1,1,1,1,1,0,0
6595,2703,92,22,40,15,4076,4,3,2,2,1,1,5,2,1,0,0,1,1,1,1199,3,1,6,2,5.1,3993,1811,1606,1660,0,0,0,1,1,1,1,1,1,0,1,0,5,0
21896,2704,2,0,44,4,5410,1,3,3,2,0,6,2,2,1,1,0,1,1,1,1197,4,0,5,0,4.8,3995,1735,1515,1335,1,0,0,1,1,1,1,1,1,1,1,1,2,0
33310,2705,92,1,38,11,27003,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34013,2706,60,22,26,17,34738,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
38706,2707,85,25,40,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
17841,2708,16,2,45,21,17804,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36413,2709,88,16,40,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
31468,2710,92,17,36,5,7788,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
40297,2711,21,13,31,19,6112,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
39783,2712,92,31,27,20,8794,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
41129,2713,81,22,37,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
7094,2714,45,0,38,17,34738,1,5,1,0,7,4,7,1,0,0,0,1,0,1,1196,4,1,5,1,4.5,3675,1475,1825,1510,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11384,2715,3,23,53,2,6108,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
48973,2716,28,14,30,20,8794,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
50285,2717,7,13,36,21,17804,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
39165,2718,29,13,34,5,7788,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
51331,2719,7,0,45,11,27003,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2554,2720,103,21,33,20,8794,4,2,6,1,3,7,4,2,0,1,0,1,0,1,1497,4,1,5,0,5.0,3990,1755,1523,1490,0,0,0,0,0,1,1,1,0,0,1,1,5,0
44995,2721,102,31,58,17,34738,4,2,6,1,3,7,4,2,0,1,0,1,0,1,1497,4,1,5,0,5.0,3990,1755,1523,1490,0,0,0,0,0,1,1,1,0,0,1,1,5,0
8777,2722,10,16,37,11,27003,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
48094,2723,6,16,26,15,4076,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
23861,2724,89,19,61,21,17804,1,2,7,2,0,6,8,2,0,1,0,1,0,1,1197,4,1,5,0,4.8,3845,1735,1530,1335,1,0,0,0,1,1,1,1,1,1,1,1,2,0
36549,2725,87,21,32,17,34738,3,4,5,1,4,0,3,6,1,1,1,1,1,0,1493,4,0,6,2,5.2,4300,1790,1635,1720,1,1,1,1,1,1,1,1,1,0,1,1,3,0
43810,2726,66,1,50,21,17804,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17601,2727,70,31,53,20,8794,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10282,2728,0,1,24,17,34738,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36594,2729,1,19,24,20,8794,1,0,0,0,5,2,6,2,0,0,0,1,0,1,796,3,1,5,2,4.6,3445,1515,1475,1185,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21474,2730,42,19,36,20,8794,1,1,9,0,6,3,9,2,0,0,0,1,0,1,998,3,1,5,2,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0
40749,2731,93,20,28,11,27003,1,1,9,0,6,3,9,2,0,0,0,1,0,1,998,3,1,5,2,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0
40241,2732,45,19,50,15,4076,1,1,9,0,6,3,9,2,0,0,0,1,0,1,998,3,1,5,2,4.7,3655,1620,1675,1340,0,0,0,0,0,1,1,1,0,0,1,1,2,0
