policy_id,age_of_policyholder
P48108,36.21747
P48109,36.24705
P48110,33.838207
P48111,36.790276
P48112,34.367474
P48113,36.86088
P48114,30.374718
P48115,39.661247
P48116,35.800343
P48117,40.950592
P48118,37.191628
P48119,35.490993
P48120,34.81133
P48121,40.81888
P48122,33.26444
P48123,36.99859
P48124,36.595272
P48125,38.5869
P48126,33.085487
P48127,36.67088
P48128,38.36978
P48129,34.5096
P48130,36.89756
P48131,33.00514
P48132,40.428844
P48133,38.455486
P48134,33.380726
P48135,42.15045
P48136,35.944508
P48137,40.086327
P48138,36.115353
P48139,39.529182
P48140,38.841442
P48141,41.170853
P48142,34.292786
P48143,39.227005
P48144,38.4696
P48145,36.071083
P48146,33.386105
P48147,34.426785
P48148,38.375202
P48149,37.25045
P48150,37.236435
P48151,38.9753
P48152,37.611614
P48153,34.305157
P48154,36.11151
P48155,35.548183
P48156,36.609165
P48157,39.334286
P48158,39.76171
P48159,39.18106
P48160,32.891888
P48161,37.983425
P48162,35.824753
P48163,36.062687
P48164,36.42841
P48165,33.55876
P48166,42.386673
P48167,31.570478
P48168,34.618237
P48169,36.03182
P48170,39.899555
P48171,36.19939
P48172,39.66434
P48173,40.17313
P48174,36.447323
P48175,37.224884
P48176,38.162903
P48177,37.2016
P48178,42.50077
P48179,39.457172
P48180,36.81408
P48181,40.16972
P48182,40.406094
P48183,38.7697
P48184,37.173946
P48185,39.802086
P48186,33.265743
P48187,39.51074
P48188,35.525307
P48189,38.88934
P48190,42.564297
P48191,38.649525
P48192,36.47387
P48193,33.738724
P48194,38.824722
P48195,37.042233
P48196,41.688297
P48197,35.6395
P48198,37.481396
P48199,31.759958
P48200,35.912926
P48201,34.77659
P48202,40.130226
P48203,34.74369
P48204,36.861526
P48205,37.24737
P48206,38.05896
P48207,40.921967
P48208,37.758247
P48209,35.207756
P48210,36.049763
P48211,34.566204
P48212,37.123203
P48213,35.369766
P48214,35.26282
P48215,35.996162
P48216,37.013084
P48217,38.21741
P48218,38.923313
P48219,43.16532
P48220,32.260265
P48221,33.53086
P48222,39.178913
P48223,35.167263
P48224,38.590866
P48225,34.305157
P48226,35.630177
P48227,33.512463
P48228,38.31632
P48229,38.322727
P48230,34.97736
P48231,39.422314
P48232,35.096054
P48233,34.754864
P48234,33.787704
P48235,36.2595
P48236,31.919874
P48237,38.720066
P48238,35.14444
P48239,36.76513
P48240,37.118015
P48241,37.26203
P48242,40.901043
P48243,36.68672
P48244,40.37973
P48245,35.344627
P48246,39.30231
P48247,33.00102
P48248,35.476997
P48249,39.948677
P48250,36.58781
P48251,38.218437
P48252,34.97313
P48253,39.778126
P48254,32.718143
P48255,33.67543
P48256,33.216587
P48257,37.330875
P48258,36.41917
P48259,36.564396
P48260,38.113617
P48261,37.02435
P48262,35.278885
P48263,36.48258
P48264,37.356792
P48265,38.760033
P48266,35.391758
P48267,33.98834
P48268,31.95964
P48269,35.06595
P48270,36.551357
P48271,35.21612
P48272,34.308456
P48273,38.817066
P48274,39.09381
P48275,38.320747
P48276,34.339943
P48277,37.352924
P48278,33.375797
P48279,36.51541
P48280,37.115078
P48281,35.446674
P48282,35.58928
P48283,38.966785
P48284,40.905506
P48285,35.893692
P48286,38.900883
P48287,39.146366
P48288,37.124943
P48289,37.586365
P48290,40.678112
P48291,40.565044
P48292,39.617264
P48293,35.319427
P48294,37.566776
P48295,38.40522
P48296,39.40432
P48297,37.57869
P48298,36.02347
P48299,33.60334
P48300,42.709282
P48301,38.709545
P48302,35.304333
P48303,35.118088
P48304,36.29232
P48305,38.657948
P48306,35.06964
P48307,37.007576
P48308,36.223034
P48309,39.67043
P48310,37.25638
P48311,38.834824
P48312,38.999577
P48313,36.062984
P48314,32.249805
P48315,33.709236
P48316,40.193977
P48317,37.590405
P48318,40.789093
P48319,37.537853
P48320,34.1179
P48321,40.42565
P48322,39.936028
P48323,38.26567
P48324,37.343983
P48325,32.538574
P48326,42.577816
P48327,34.074177
P48328,32.61251
P48329,38.110344
P48330,39.329628
P48331,32.383125
P48332,35.507988
P48333,36.49311
P48334,39.32358
P48335,36.11151
P48336,37.015774
P48337,39.67815
P48338,35.89857
P48339,39.13479
P48340,39.713627
P48341,33.96663
P48342,35.375328
P48343,33.44094
P48344,39.562866
P48345,37.724888
P48346,38.509567
P48347,37.805847
P48348,35.84437
P48349,34.388626
P48350,36.07108
P48351,36.6441
P48352,37.42167
P48353,37.670826
P48354,36.03488
P48355,37.943996
P48356,34.4588
P48357,34.06
P48358,34.365498
P48359,38.369225
P48360,35.48685
P48361,33.388622
P48362,34.949696
P48363,39.071655
P48364,37.44083
P48365,36.091087
P48366,34.932014
P48367,38.443745
P48368,34.2591
P48369,36.14271
P48370,33.38793
P48371,36.481194
P48372,38.586
P48373,36.67088
P48374,43.769943
P48375,34.476963
P48376,40.379185
P48377,36.582344
P48378,35.14881
P48379,40.438488
P48380,39.664776
P48381,35.83112
P48382,37.715977
P48383,35.574913
P48384,31.735413
P48385,37.593925
P48386,37.08993
P48387,36.86088
P48388,37.08162
P48389,35.129665
P48390,36.38403
P48391,35.462227
P48392,33.434975
P48393,37.29456
P48394,39.92385
P48395,35.93341
P48396,40.114277
P48397,35.318172
P48398,37.936058
P48399,35.478092
P48400,36.34501
P48401,39.874268
P48402,35.569553
P48403,39.269905
P48404,34.0541
P48405,37.624092
P48406,32.591717
P48407,38.600983
P48408,35.62388
P48409,33.00514
P48410,43.441433
P48411,38.12849
P48412,37.09201
P48413,39.982327
P48414,36.50925
P48415,40.554802
P48416,38.57553
P48417,38.38271
P48418,33.55326
P48419,37.02435
P48420,34.39585
P48421,34.474487
P48422,35.32034
P48423,36.984734
P48424,34.952538
P48425,38.094463
P48426,36.65109
P48427,38.848286
P48428,37.048393
P48429,42.717297
P48430,35.632008
P48431,35.029892
P48432,38.401123
P48433,37.73617
P48434,36.43847
P48435,35.550896
P48436,36.816654
P48437,35.15213
P48438,36.537415
P48439,38.05896
P48440,35.02331
P48441,40.910103
P48442,35.122074
P48443,39.73194
P48444,36.49889
P48445,38.285496
P48446,39.340515
P48447,40.91667
P48448,32.313255
P48449,33.778133
P48450,39.154854
P48451,40.577667
P48452,36.915134
P48453,39.678333
P48454,33.71944
P48455,40.062904
P48456,35.296707
P48457,36.995033
P48458,37.460876
P48459,40.56436
P48460,36.305477
P48461,37.24238
P48462,34.14155
P48463,35.776382
P48464,38.991756
P48465,32.40625
P48466,35.199818
P48467,37.326603
P48468,40.95393
P48469,41.435406
P48470,38.58532
P48471,38.867725
P48472,35.149418
P48473,36.701263
P48474,37.546814
P48475,33.55326
P48476,36.227543
P48477,33.436943
P48478,38.927086
P48479,40.029663
P48480,39.9444
P48481,36.447323
P48482,33.313152
P48483,41.237167
P48484,36.41756
P48485,37.123978
P48486,36.518383
P48487,37.640114
P48488,40.727028
P48489,35.4052
P48490,38.86205
P48491,36.600967
P48492,36.816425
P48493,33.89054
P48494,34.282055
P48495,36.288292
P48496,38.073936
P48497,37.56427
P48498,40.551247
P48499,36.16086
P48500,37.67638
P48501,39.237423
P48502,38.960472
P48503,33.0087
P48504,38.195545
P48505,35.64967
P48506,34.50729
P48507,33.203888
P48508,39.185444
P48509,37.492558
P48510,37.762917
P48511,36.481194
P48512,36.607426
P48513,37.82743
P48514,36.595272
P48515,35.918278
P48516,33.98365
P48517,36.627056
P48518,42.03563
P48519,35.366955
P48520,39.96622
P48521,37.68857
P48522,32.583466
P48523,38.846752
P48524,34.029556
P48525,36.48855
P48526,38.26601
P48527,36.87409
P48528,38.152386
P48529,37.390457
P48530,33.942818
P48531,42.593445
P48532,38.41912
P48533,39.23622
P48534,40.236923
P48535,34.904305
P48536,36.851696
P48537,39.884876
P48538,36.98245
P48539,40.092995
P48540,38.126617
P48541,38.956013
P48542,36.903587
P48543,35.4762
P48544,39.206917
P48545,36.665302
P48546,33.98834
P48547,32.261623
P48548,32.811596
P48549,37.338966
P48550,34.615837
P48551,34.979404
P48552,37.730125
P48553,34.73182
P48554,36.447323
P48555,37.626984
P48556,37.24282
P48557,35.937138
P48558,35.642822
P48559,36.73828
P48560,35.203423
P48561,38.10755
P48562,35.037045
P48563,34.813744
P48564,38.3203
P48565,36.324936
P48566,34.19681
P48567,34.515095
P48568,39.14007
P48569,38.657272
P48570,35.352455
P48571,38.145668
P48572,31.369614
P48573,38.863197
P48574,37.537056
P48575,36.64524
P48576,40.905506
P48577,35.187283
P48578,35.122704
P48579,36.161705
P48580,33.52996
P48581,37.362682
P48582,36.14255
P48583,34.774044
P48584,36.915527
P48585,35.234848
P48586,35.344875
P48587,38.132042
P48588,37.591114
P48589,38.01969
P48590,37.57036
P48591,36.40533
P48592,35.524403
P48593,36.65652
P48594,38.520626
P48595,35.50873
P48596,36.724358
P48597,39.09073
P48598,39.310017
P48599,39.08713
P48600,37.12723
P48601,35.246067
P48602,37.31397
P48603,36.598465
P48604,37.00606
P48605,35.04703
P48606,36.032505
P48607,40.004997
P48608,41.16734
P48609,33.918964
P48610,38.16409
P48611,38.686
P48612,38.805973
P48613,37.583065
P48614,36.41691
P48615,35.161346
P48616,35.561165
P48617,37.779423
P48618,39.015972
P48619,39.858036
P48620,36.9739
P48621,38.094555
P48622,37.701683
P48623,33.504826
P48624,37.08302
P48625,35.17489
P48626,35.435974
P48627,34.747704
P48628,32.57432
P48629,40.441902
P48630,33.39425
P48631,36.473415
P48632,39.92385
P48633,35.448517
P48634,35.502438
P48635,39.936028
P48636,35.609966
P48637,42.314743
P48638,34.084446
P48639,38.161682
P48640,37.49108
P48641,40.314064
P48642,36.195183
P48643,37.5065
P48644,43.345528
P48645,39.69849
P48646,39.400486
P48647,36.387913
P48648,38.966877
P48649,34.05479
P48650,33.563946
P48651,35.810806
P48652,36.593388
P48653,42.640045
P48654,35.51394
P48655,35.944813
P48656,37.01471
P48657,40.73786
P48658,35.920002
P48659,37.66965
P48660,39.943443
P48661,35.295662
P48662,36.54629
P48663,38.788177
P48664,39.706852
P48665,37.51778
P48666,37.540955
P48667,39.575455
P48668,37.040283
P48669,32.805588
P48670,36.0408
P48671,35.96423
P48672,33.63376
P48673,37.89479
P48674,37.62077
P48675,38.841602
P48676,42.768085
P48677,36.06553
P48678,37.956635
P48679,38.362633
P48680,39.654346
P48681,37.561413
P48682,38.34512
P48683,38.67176
P48684,34.903065
P48685,35.641026
P48686,32.759243
P48687,35.288624
P48688,35.286896
P48689,33.386044
P48690,37.135838
P48691,36.772205
P48692,39.930214
P48693,35.50082
P48694,39.613487
P48695,37.067554
P48696,38.661846
P48697,38.171585
P48698,36.990665
P48699,42.68044
P48700,33.887905
P48701,31.856834
P48702,40.53851
P48703,34.243683
P48704,34.121475
P48705,38.104282
P48706,39.774944
P48707,35.439445
P48708,38.57397
P48709,36.589745
P48710,38.98885
P48711,34.662743
P48712,33.15688
P48713,38.07353
P48714,32.42582
P48715,34.662476
P48716,35.221767
P48717,34.329243
P48718,37.007145
P48719,31.21279
P48720,42.205753
P48721,40.26336
P48722,40.770607
P48723,36.120518
P48724,34.332054
P48725,36.12257
P48726,35.22288
P48727,35.206932
P48728,36.225815
P48729,33.726784
P48730,33.828506
P48731,36.285484
P48732,38.95773
P48733,35.41747
P48734,38.6804
P48735,35.12476
P48736,38.958874
P48737,33.93534
P48738,35.886833
P48739,39.730816
P48740,36.61875
P48741,38.720066
P48742,40.748753
P48743,35.173695
P48744,38.80211
P48745,34.663776
P48746,38.65538
P48747,37.691902
P48748,35.122757
P48749,35.864822
P48750,38.781204
P48751,38.657272
P48752,37.865192
P48753,39.736492
P48754,36.897064
P48755,34.3055
P48756,39.744728
P48757,33.567028
P48758,35.43063
P48759,35.376434
P48760,36.343586
P48761,38.940105
P48762,39.63006
P48763,38.162354
P48764,38.3682
P48765,35.486485
P48766,35.77717
P48767,39.960854
P48768,36.147484
P48769,38.589394
P48770,41.7467
P48771,35.011154
P48772,37.600628
P48773,36.54654
P48774,37.327576
P48775,35.963444
P48776,42.939972
P48777,33.2857
P48778,38.50202
P48779,38.693962
P48780,36.81393
P48781,39.940403
P48782,36.06768
P48783,36.10889
P48784,34.72573
P48785,42.504208
P48786,35.377636
P48787,36.595272
P48788,37.088287
P48789,36.456886
P48790,39.321358
P48791,39.328144
P48792,39.30932
P48793,39.699215
P48794,39.144363
P48795,38.51565
P48796,41.21583
P48797,42.064972
P48798,39.12006
P48799,36.904716
P48800,35.047955
P48801,35.13108
P48802,37.236816
P48803,39.750404
P48804,35.176506
P48805,37.396973
P48806,35.34436
P48807,36.90797
P48808,37.286327
P48809,33.402615
P48810,39.072998
P48811,39.90297
P48812,34.65212
P48813,37.617783
P48814,33.322598
P48815,38.52013
P48816,36.605465
P48817,36.613224
P48818,36.339237
P48819,32.558346
P48820,34.50662
P48821,38.294018
P48822,38.86213
P48823,35.168167
P48824,39.69849
P48825,35.18518
P48826,39.77949
P48827,40.651726
P48828,39.897022
P48829,37.647846
P48830,36.028458
P48831,42.114906
P48832,37.051598
P48833,31.319809
P48834,37.64096
P48835,32.53495
P48836,35.11104
P48837,32.695446
P48838,39.509007
P48839,34.16043
P48840,35.754322
P48841,38.74752
P48842,36.78916
P48843,34.747726
P48844,36.6748
P48845,36.173393
P48846,37.782906
P48847,39.389557
P48848,33.688633
P48849,36.49889
P48850,34.847702
P48851,35.094883
P48852,35.90861
P48853,42.43807
P48854,37.26276
P48855,39.731953
P48856,41.290714
P48857,42.549416
P48858,36.922344
P48859,41.069424
P48860,40.382526
P48861,39.312332
P48862,35.346996
P48863,40.166843
P48864,33.23923
P48865,35.56997
P48866,36.27863
P48867,34.54501
P48868,40.49148
P48869,34.983604
P48870,37.706463
P48871,39.708637
P48872,36.79275
P48873,37.221474
P48874,38.05456
P48875,37.21023
P48876,35.186134
P48877,40.720005
P48878,36.814342
P48879,38.238132
P48880,33.245792
P48881,37.51997
P48882,38.12352
P48883,34.855587
P48884,39.015236
P48885,38.962193
P48886,40.478333
P48887,39.64631
P48888,38.869747
P48889,40.991528
P48890,43.133636
P48891,36.11111
P48892,35.207172
P48893,34.086296
P48894,35.58499
P48895,38.970882
P48896,32.357445
P48897,39.20015
P48898,38.118656
P48899,35.177692
P48900,35.276947
P48901,36.771137
P48902,32.319275
P48903,39.424072
P48904,35.764175
P48905,39.09358
P48906,34.064686
P48907,33.64137
P48908,34.447414
P48909,34.453278
P48910,36.48202
P48911,37.270706
P48912,33.908993
P48913,35.25672
P48914,37.903954
P48915,39.489403
P48916,35.284714
P48917,37.68474
P48918,34.82087
P48919,38.29787
P48920,35.199818
P48921,35.17123
P48922,34.675285
P48923,36.018665
P48924,32.35687
P48925,37.85262
P48926,35.530773
P48927,32.275726
P48928,36.158592
P48929,36.153725
P48930,38.261417
P48931,38.95353
P48932,42.27689
P48933,37.051598
P48934,36.134476
P48935,38.84164
P48936,37.974323
P48937,38.25417
P48938,40.87118
P48939,35.448204
P48940,33.433235
P48941,38.48899
P48942,35.141857
P48943,38.73002
P48944,40.9263
P48945,36.878754
P48946,34.023273
P48947,37.109257
P48948,39.315536
P48949,36.120518
P48950,37.631474
P48951,36.481194
P48952,33.26444
P48953,34.364452
P48954,35.11104
P48955,34.079502
P48956,38.623318
P48957,34.083138
P48958,36.62635
P48959,35.101017
P48960,36.69076
P48961,37.57228
P48962,36.486355
P48963,35.31239
P48964,39.85244
P48965,34.701088
P48966,40.129868
P48967,38.48594
P48968,38.781204
P48969,36.797485
P48970,37.53202
P48971,37.02577
P48972,38.781204
P48973,38.405563
P48974,34.326225
P48975,38.74752
P48976,38.788982
P48977,36.911957
P48978,35.381664
P48979,38.14185
P48980,35.108597
P48981,35.568764
P48982,40.998478
P48983,39.376408
P48984,40.830433
P48985,39.42179
P48986,37.624256
P48987,39.58764
P48988,33.311653
P48989,35.07137
P48990,39.10744
P48991,33.67291
P48992,33.6421
P48993,38.14185
P48994,39.685387
P48995,39.834557
P48996,37.031055
P48997,38.255924
P48998,34.782578
P48999,34.50319
P49000,41.900238
P49001,32.401722
P49002,37.576973
P49003,35.642982
P49004,38.770084
P49005,38.90949
P49006,38.693962
P49007,39.637066
P49008,36.995033
P49009,33.732975
P49010,38.416393
P49011,35.968975
P49012,36.312172
P49013,33.89054
P49014,39.63006
P49015,38.233902
P49016,38.276985
P49017,39.543877
P49018,37.117172
P49019,34.408955
P49020,34.819786
P49021,36.721855
P49022,37.156364
P49023,33.00514
P49024,37.042854
P49025,35.578888
P49026,36.930775
P49027,33.72169
P49028,36.9362
P49029,38.783485
P49030,39.27058
P49031,35.688038
P49032,39.381958
P49033,35.375343
P49034,34.615562
P49035,36.296738
P49036,41.245415
P49037,40.29621
P49038,33.063023
P49039,38.44929
P49040,34.838615
P49041,36.391403
P49042,33.6167
P49043,37.47422
P49044,35.69532
P49045,36.30333
P49046,33.621593
P49047,34.361004
P49048,38.806656
P49049,35.337997
P49050,37.230183
P49051,37.232315
P49052,37.03409
P49053,36.905247
P49054,36.85442
P49055,32.597816
P49056,35.857025
P49057,40.991528
P49058,35.210354
P49059,36.930492
P49060,35.881657
P49061,39.015972
P49062,36.406826
P49063,38.07353
P49064,36.487404
P49065,35.585567
P49066,38.70653
P49067,40.70193
P49068,39.18106
P49069,32.36314
P49070,35.2023
P49071,36.55657
P49072,42.05367
P49073,35.81586
P49074,35.06595
P49075,34.341694
P49076,35.360577
P49077,34.8466
P49078,40.491188
P49079,40.776707
P49080,38.720066
P49081,41.179615
P49082,38.841442
P49083,38.863197
P49084,37.33599
P49085,38.372444
P49086,36.50201
P49087,37.733276
P49088,39.725147
P49089,39.348602
P49090,32.40532
P49091,33.297935
P49092,34.28162
P49093,35.162663
P49094,38.439373
P49095,40.31086
P49096,38.597477
P49097,41.317345
P49098,40.686703
P49099,34.402573
P49100,33.739265
P49101,39.92922
P49102,39.5004
P49103,34.874825
P49104,37.326923
P49105,33.295483
P49106,36.919212
P49107,40.06669
P49108,39.29926
P49109,35.380444
P49110,37.62615
P49111,40.37034
P49112,32.71919
P49113,36.87675
P49114,37.27779
P49115,39.245262
P49116,41.15939
P49117,38.958256
P49118,39.185444
P49119,37.730476
P49120,37.2616
P49121,34.7092
P49122,37.023323
P49123,37.82102
P49124,36.498215
P49125,38.692253
P49126,32.682896
P49127,36.54172
P49128,33.88449
P49129,39.209324
P49130,39.55045
P49131,37.556927
P49132,36.169468
P49133,39.035927
P49134,33.266937
P49135,32.904186
P49136,36.993668
P49137,39.295574
P49138,36.434593
P49139,39.506916
P49140,34.91787
P49141,33.01429
P49142,36.999218
P49143,35.59558
P49144,38.721428
P49145,35.096725
P49146,41.23927
P49147,38.812958
P49148,37.331688
P49149,36.9961
P49150,38.00077
P49151,40.381344
P49152,38.362633
P49153,40.67
P49154,33.122097
P49155,32.889145
P49156,39.354385
P49157,34.893078
P49158,39.726276
P49159,40.49524
P49160,35.29307
P49161,36.518383
P49162,37.41612
P49163,40.75198
P49164,33.498856
P49165,42.939972
P49166,35.377266
P49167,33.950047
P49168,41.116756
P49169,37.81034
P49170,35.928013
P49171,40.268257
P49172,39.281475
P49173,34.26697
P49174,38.01028
P49175,37.741577
P49176,40.382526
P49177,36.70906
P49178,38.236305
P49179,35.90264
P49180,36.888386
P49181,36.847965
P49182,38.365665
P49183,37.115078
P49184,35.963444
P49185,36.788906
P49186,43.12537
P49187,35.487167
P49188,37.627163
P49189,35.186134
P49190,37.49456
P49191,36.295982
P49192,42.329258
P49193,33.536926
P49194,37.896725
P49195,35.06442
P49196,33.905994
P49197,34.131744
P49198,35.507988
P49199,34.97575
P49200,38.723686
P49201,33.603428
P49202,38.381985
P49203,36.42336
P49204,37.84833
P49205,41.315
P49206,39.41645
P49207,37.83025
P49208,35.11868
P49209,35.965954
P49210,39.713627
P49211,39.52782
P49212,38.89843
P49213,38.813328
P49214,35.80423
P49215,35.51831
P49216,35.959057
P49217,38.15508
P49218,33.591328
P49219,33.933903
P49220,40.133514
P49221,35.637306
P49222,37.037117
P49223,35.4405
P49224,37.708538
P49225,36.457714
P49226,34.197002
P49227,35.101955
P49228,35.67038
P49229,33.031918
P49230,37.377377
P49231,39.55678
P49232,36.040123
P49233,38.00725
P49234,37.098877
P49235,39.11887
P49236,43.479244
P49237,35.319363
P49238,40.603943
P49239,36.383595
P49240,40.830685
P49241,34.964367
P49242,37.65482
P49243,37.03685
P49244,35.928665
P49245,41.29706
P49246,37.731483
P49247,39.74797
P49248,40.396935
P49249,34.215614
P49250,37.44083
P49251,38.258392
P49252,33.68427
P49253,36.383545
P49254,38.861988
P49255,43.417458
P49256,36.765907
P49257,40.0774
P49258,34.822964
P49259,39.420002
P49260,39.16382
P49261,39.63795
P49262,39.33651
P49263,38.27938
P49264,37.81207
P49265,37.796383
P49266,33.065998
P49267,39.269905
P49268,37.14065
P49269,36.69228
P49270,36.17614
P49271,35.22543
P49272,39.65485
P49273,39.41869
P49274,42.0588
P49275,35.355625
P49276,37.750576
P49277,39.018772
P49278,33.650913
P49279,37.902607
P49280,37.549084
P49281,39.805157
P49282,36.018524
P49283,39.295265
P49284,36.40449
P49285,38.3682
P49286,32.74909
P49287,35.06995
P49288,37.60675
P49289,35.58902
P49290,36.115353
P49291,33.91337
P49292,37.135666
P49293,31.403519
P49294,35.144413
P49295,35.720764
P49296,35.06595
P49297,36.50905
P49298,32.262333
P49299,41.14617
P49300,35.15231
P49301,33.25787
P49302,37.810932
P49303,40.046734
P49304,38.720093
P49305,34.95536
P49306,36.85884
P49307,35.818176
P49308,41.035793
P49309,32.26192
P49310,37.268726
P49311,39.518513
P49312,40.826912
P49313,35.65928
P49314,37.537716
P49315,35.352455
P49316,35.738514
P49317,38.103912
P49318,31.808783
P49319,37.000603
P49320,38.259636
P49321,37.292507
P49322,38.767456
P49323,37.478436
P49324,40.32867
P49325,35.504757
P49326,40.677944
P49327,34.64703
P49328,36.085815
P49329,37.621883
P49330,35.990013
P49331,32.215702
P49332,34.529625
P49333,41.475155
P49334,38.84496
P49335,38.37672
P49336,42.61962
P49337,35.02584
P49338,39.222965
P49339,33.244484
P49340,34.989216
P49341,36.2957
P49342,37.573147
P49343,37.59153
P49344,35.741497
P49345,36.55869
P49346,34.459293
P49347,33.528282
P49348,39.524956
P49349,35.64039
P49350,36.768772
P49351,37.59539
P49352,37.560078
P49353,36.192547
P49354,37.254642
P49355,35.28588
P49356,39.736492
P49357,35.72351
P49358,36.830555
P49359,37.025833
P49360,37.309475
P49361,37.862144
P49362,35.91018
P49363,36.858345
P49364,35.0844
P49365,39.32376
P49366,40.119144
P49367,35.951073
P49368,33.949677
P49369,39.49338
P49370,32.833878
P49371,40.219322
P49372,36.660023
P49373,41.19808
P49374,34.58555
P49375,34.927204
P49376,33.9859
P49377,36.378326
P49378,39.917805
P49379,34.570568
P49380,41.179474
P49381,36.558277
P49382,38.760082
P49383,37.603523
P49384,34.074177
P49385,35.905735
P49386,36.241985
P49387,34.63652
P49388,38.04578
P49389,41.82983
P49390,40.86203
P49391,37.645008
P49392,37.956635
P49393,33.39425
P49394,35.578243
P49395,34.41886
P49396,38.2756
P49397,33.030766
P49398,38.261417
P49399,38.9296
P49400,35.981686
P49401,39.80817
P49402,41.953568
P49403,35.41069
P49404,34.60556
P49405,39.25397
P49406,39.439697
P49407,39.84866
P49408,35.853317
P49409,37.171642
P49410,39.784985
P49411,34.990673
P49412,35.773315
P49413,37.038578
P49414,35.920876
P49415,35.50729
P49416,38.330612
P49417,35.43257
P49418,37.2544
P49419,40.43694
P49420,39.19963
P49421,33.714836
P49422,36.722767
P49423,36.181366
P49424,33.9527
P49425,41.408512
P49426,38.56407
P49427,37.25869
P49428,38.225983
P49429,39.486053
P49430,38.133324
P49431,34.851734
P49432,38.48594
P49433,36.441254
P49434,38.96713
P49435,40.062675
P49436,43.027695
P49437,39.843876
P49438,41.13201
P49439,37.131996
P49440,35.82523
P49441,34.32003
P49442,34.186924
P49443,35.91139
P49444,37.073967
P49445,37.67945
P49446,37.205
P49447,34.635223
P49448,39.713627
P49449,40.595417
P49450,36.856304
P49451,35.11689
P49452,39.185295
P49453,37.874474
P49454,35.54493
P49455,38.336735
P49456,36.450237
P49457,38.871185
P49458,35.81311
P49459,35.265625
P49460,36.990665
P49461,39.864967
P49462,37.429962
P49463,38.115807
P49464,38.112003
P49465,35.266743
P49466,37.023323
P49467,38.14185
P49468,38.703762
P49469,35.013462
P49470,35.241516
P49471,36.529335
P49472,35.8958
P49473,32.40743
P49474,39.116333
P49475,36.852116
P49476,40.33838
P49477,36.306175
P49478,39.962914
P49479,40.251312
P49480,36.838535
P49481,39.803734
P49482,36.65727
P49483,32.61502
P49484,33.69958
P49485,38.490097
P49486,38.026825
P49487,39.12587
P49488,40.549644
P49489,39.48289
P49490,34.37813
P49491,38.829967
P49492,36.6498
P49493,35.46799
P49494,35.30702
P49495,36.664577
P49496,38.025116
P49497,40.88279
P49498,33.972656
P49499,35.855045
P49500,36.61686
P49501,39.063534
P49502,35.45278
P49503,39.71658
P49504,39.931988
P49505,35.51448
P49506,38.400803
P49507,34.160732
P49508,33.99423
P49509,33.880077
P49510,37.67075
P49511,30.641565
P49512,39.40983
P49513,34.65449
P49514,35.007435
P49515,40.38062
P49516,37.768925
P49517,41.58999
P49518,38.10324
P49519,41.063393
P49520,38.30737
P49521,37.541424
P49522,36.539314
P49523,37.562904
P49524,41.97005
P49525,40.905506
P49526,38.252
P49527,37.71779
P49528,37.533447
P49529,35.825733
P49530,39.149944
P49531,39.424072
P49532,40.004997
P49533,39.726933
P49534,35.35296
P49535,34.336903
P49536,35.47563
P49537,37.088287
P49538,42.386673
P49539,37.74724
P49540,32.764843
P49541,42.512344
P49542,37.205
P49543,39.364853
P49544,39.36787
P49545,39.41825
P49546,36.018917
P49547,38.1238
P49548,39.594536
P49549,39.783333
P49550,37.468983
P49551,39.536053
P49552,35.3906
P49553,34.49085
P49554,34.59928
P49555,41.83029
P49556,40.55546
P49557,36.86793
P49558,38.298405
P49559,36.279186
P49560,39.562866
P49561,35.522907
P49562,33.707596
P49563,39.870346
P49564,37.03409
P49565,36.65727
P49566,38.95767
P49567,34.76387
P49568,37.614994
P49569,39.870506
P49570,40.37034
P49571,36.253475
P49572,41.895836
P49573,35.963444
P49574,35.08803
P49575,39.64951
P49576,38.673306
P49577,37.039604
P49578,34.70967
P49579,37.64251
P49580,39.12417
P49581,35.99528
P49582,38.413216
P49583,36.721096
P49584,42.00015
P49585,41.740253
P49586,33.45914
P49587,38.391403
P49588,35.63286
P49589,35.599316
P49590,34.39187
P49591,39.32895
P49592,39.418316
P49593,33.639908
P49594,37.76601
P49595,35.63157
P49596,39.44621
P49597,38.48869
P49598,34.71036
P49599,35.62279
P49600,39.422314
P49601,34.520622
P49602,32.65188
P49603,38.14185
P49604,35.90914
P49605,36.743614
P49606,35.1614
P49607,35.91688
P49608,40.717533
P49609,37.308186
P49610,39.67043
P49611,35.51858
P49612,39.666664
P49613,37.968666
P49614,37.007145
P49615,37.131996
P49616,41.439995
P49617,36.378757
P49618,38.37544
P49619,35.954838
P49620,37.416008
P49621,36.65727
P49622,33.803486
P49623,37.549854
P49624,40.946617
P49625,36.835323
P49626,35.811634
P49627,39.41102
P49628,39.79446
P49629,40.933243
P49630,34.824753
P49631,37.801144
P49632,35.076817
P49633,35.221058
P49634,38.572514
P49635,37.988163
P49636,34.152817
P49637,38.473927
P49638,32.56632
P49639,34.66438
P49640,38.05896
P49641,34.940674
P49642,38.57291
P49643,36.589745
P49644,39.869
P49645,39.04366
P49646,40.485466
P49647,36.320072
P49648,36.14456
P49649,36.049763
P49650,36.45275
P49651,36.79489
P49652,34.844967
P49653,38.88108
P49654,35.599316
P49655,37.66509
P49656,34.31727
P49657,37.362682
P49658,36.952896
P49659,32.65895
P49660,39.507908
P49661,39.310017
P49662,37.97964
